type|plz|city|street|name|tel|fax|email|gebiete|website|href
kanzlei|06886|Lutherstadt|Jüdenstr. 39|Rechtsanwalt Nils Niendorf Fachanwalt für Arbeitsrecht -  Fachanwalt für Familienrecht -  Fachanwalt für Erbrecht|03491 - 50 56 81|03491 - 50 56 82|anwalt@kanzlei-wittenberg.de|Arbeitsrecht, Familienrecht, Verkehrsrecht, Erbrecht, Zivilrecht, Strafrecht||https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/nils_niendorf_lutherstadt_wittenberg
kanzlei|77694|Kehl|Richard-Wagner-Straße 109|Rechtsanwältin Beatrice Watter Fachanwältin für Arbeitsrecht|07851 - 80 80, 07851 - 80 80|07851 - 48 08 08|RA.grosse-waechter@t-online.de|Arbeitsrecht|http://www.gww-arbeitsrecht.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/beatrice_watter_kehl
kanzlei|93053|Regensburg|Guerickestr.  1|Rechtsanwalt Alois Biebl|0941 - 7 05 51-0, 0941 - 7 05 51-0|0941 - 7 05 51-30|kanzlei@pbkt.de||http://www.pbkt.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/alois_biebl_regensburg
kanzlei|30175|Hannover|Königstr. 50|Kanzlei Pistorius & Hippmann Rechtsanwälte in PartGmbB|0511 - 22 00 11-0|0511 - 22 00 11-99|empfang@koe50.de|Arbeitsrecht, Verkehrsrecht, Versicherungsrecht, OWI-Recht|http://www.koe50.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/pistorius___hippmann_rechtsanwaelte_in_partgmbb_hannover
kanzlei|99084|Erfurt|Schlösserstr. 7|Rechtsanwalt Andreas Sassenberg Fachanwalt für Verkehrsrecht|0361 - 55 52 90|0361 - 5 55 29 99|kanzlei@ra-lomberg.de|Zivilrecht, Verkehrsrecht, Verkehrsstrafrecht, OWI-Recht, Versicherungsrecht, Strafrecht|http://www.ra-lomberg.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/andreas_sassenberg_erfurt
kanzlei|49757|Werlte|Fuhlerhook 22|Steuerberater Heinz Bollen|05951 - 6 57|05951 - 22 62|mail@kanzlei-bollen.de||http://www.kanzlei-bollen.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/heinz_bollen_werlte
kanzlei|26409|Wittmund|Osterstr. 20|Rechtsanwalt Sven Schoenfelder|04462 - 94 80-0|04462 - 94 80 40|reno@albrechtundpartner.de|Mietrecht, Arbeitsrecht, IT-Recht, Verwaltungsrecht, Jagdrecht, Waffenrecht, Zivilrecht|http://www.albrechtundpartner.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/sven_schoenfelder_wittmund
kanzlei|76227|Karlsruhe|Raiherwiesenstr. 19|Rechtsanwalt Tilman Pfannkuch Fachanwalt für Miet- und Wohnungseigentumsrecht|0721 - 40 90 00|0721 - 4 09 00 40|karlsruhe@meine-rechte.de|Arzthaftungsrecht, Baurecht (privates), Mietrecht, Wohnungseigentumsrecht|http://www.meine-rechte.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/tilman_pfannkuch_karlsruhe
kanzlei|99734|Nordhausen|Käthe-Kollwitz-Straße 1c|Rechtsanwalt Torsten Göppel Fachanwalt für Arbeitsrecht|03631 - 47 56 56|03631 - 47 54 34|info@ra-goeppel.de|Arbeitsrecht|http://www.ra-goeppel.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/torsten_goeppel_nordhausen
kanzlei|86609|Donauwörth|Kapellenstr. 38|Rechtsanwalt Josef Bickelbacher|0906 - 99 98 93 13|0906 - 99 98 93 12|ernst@anwaltdon.de|Arbeitsrecht, Baurecht (öffentliches), Baurecht (privates), Mietrecht, Strafrecht, Verkehrsrecht|http://www.anwaltdon.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/josef_bickelbacher_donauwoerth
kanzlei|10707|Berlin|Sächsische Straße 70|Rechtsanwältin Kerstin Bontschev (in Bürogemeinschaft) Fachanwältin für Bank- und Kapitalmarktrecht -  Fachanwältin für Steuerrecht|030 - 97 89 69 29|030 - 97 89 69 36|kanzlei@buhmann-rechtsanwaelte.de|Bankrecht, Kapitalmarktrecht, Steuerrecht|https://www.inso-ra.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/kerstin_bontschev_berlin
kanzlei|07937|Zeulenroda|Bendenreihe 15|Kanzlei ASMUS|036628 - 7 23-0|036628 - 7 23-15|kanzlei@asmus-zeulenroda.de|Arbeitsrecht, Erbrecht, Familienrecht, Gesellschaftsrecht, Strafrecht, Verkehrsrecht|http://www.asmus-zeulenroda.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/asmus_zeulenroda
kanzlei|86551|Aichach|Steubstr. 6|Kanzlei Sandmeier & Sixta|08251 - 2 04 54-0|08251 - 2 04 54-29|mail@aichacher-anwaltskanzlei.de|Allgemeine Rechtsfragen, Arbeitsrecht, Baurecht (privates), Betriebsverfassungsrecht, Erbrecht, Familienrecht, Forderungseinzug/Inkasso, Immobilienrecht, Maklerrecht, Mietrecht, OWI-Recht, Reiserecht, Sozialhilferecht, Sozialrecht, Sozialrecht - Hartz IV, Strafrecht, Verbraucherrecht, Verkehrsrecht, Verkehrsstrafrecht, Verkehrsunfallrecht, Versicherungsrecht, ... mehr|http://www.aichacher-anwaltskanzlei.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/sandmeier___sixta_aichach
kanzlei|32584|Löhne|Bahnhofstr. 4|Rechtsanwalt Notar Kai Oelgeklaus Fachanwalt für Miet- und Wohnungseigentumsrecht|05732 - 1 09 90|05732 - 10 99 10|block@rae-goldstein-otto.de|Forderungseinzug/Inkasso, Gesellschaftsrecht, Handelsrecht, Immobilienrecht, Maklerrecht, Mietrecht, Nachbarrecht, OWI-Recht, Pachtrecht, Wohnungseigentumsrecht|http://www.rae-goldstein-otto.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/kai_oelgeklaus_loehne
kanzlei|79104|Freiburg|Habsburgerstr. 134|Rechtsanwalt Hans-Dieter Marx|0761 - 27 80 37|0761 - 28 99 97|weber-marx@web.de|Mietrecht, Verkehrsrecht, Wohnungseigentumsrecht, Zivilrecht, Zwangsvollstreckungsrecht||https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/hans-dieter_marx_freiburg_im_breisgau
kanzlei|46485|Wesel|Schepersweg 1|Kanzlei Lühl & Partner GbR|0281 - 3 38 33-0, 0281 - 3 38 33-0|0281 - 3 38 33-33|info@rae-luehl.de|AGB-Recht, Aktienrecht, Allgemeine Rechtsfragen, Anwaltshaftungsrecht, Arbeitsrecht, Architektenrecht, Arzthaftungsrecht, Bankrecht, Baurecht (privates), Betreuungsrecht, Betriebsverfassungsrecht, Erbrecht, Familienrecht, Franchiserecht, Gewerblicher Rechtsschutz, Ingenieurrecht, Internetrecht, Markenrecht, Mietrecht, OWI-Recht, Steuerrecht, Strafrecht, ... mehr|http://www.rae-luehl.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/luehl___partner_gbr_wesel
kanzlei|87600|Kaufbeuren|Alte Weberei 2|Kanzlei Gasteiger Reitzer & Kollegen|08341 - 9 99 19-0|08341 - 9 99 19-30|kanzlei@grk-recht.de|Arbeitsrecht, Verkehrsrecht|http://www.rechtlich-steuerlich.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/gasteiger_reitzer___kollegen_kaufbeuren
kanzlei|72379|Bisingen|Heiligkreuzstr. 13|Kanzlei SHP Recht Rager, Unger, Hauffe & Partner mbB|07471 - 9 75 44-0|07471 - 9 75 44-22|info@shp-recht-hechingen.de|Zivilrecht, Mietrecht, Kaufrecht, Verkehrsrecht, Vertragsrecht, Zwangsvollstreckungsrecht, Arbeitsrecht, Betriebsverfassungsrecht, Arzthaftungsrecht, Bankrecht, Erbrecht, Familienrecht, Gesellschaftsrecht, Steuerrecht, Strafrecht, OWI-Recht, Verbraucherinsolvenzrecht, Insolvenzrecht|http://www.shp-recht-hechingen.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/shp_recht_rager__unger__hauffe___partner_mbb_bisingen
kanzlei|83209|Prien|Pfarrer-Josef-Preis-Weg 8|Kanzlei Dr. Wrede|08051 - 6 94 90|08051 - 69 49 29|kanzlei@ra-wrede.de|Erbrecht, Forderungseinzug/Inkasso|http://www.ra-wrede.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/dr__wrede_prien_am_chiemsee
kanzlei|20097|Hamburg|Heidenkampsweg 82|Kanzlei BRB Appel GbR|040 - 7 25 44-0|040 - 72 54 41 11|kanzlei@brbgruppe.de|Gesellschaftsrecht, Handelsrecht, Steuerrecht, Stiftungsrecht, Vereinsrecht|http://www.brbgruppe.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/brb_appel_gbr_hamburg
kanzlei|75173|Pforzheim|Lameystr. 48|Rechtsanwalt Nicolas C. Schwab|07231 - 41 54 60|07231 - 4 15 46 29|schwab@schliffka.de|Mietrecht, Wohnungseigentumsrecht, Verkehrsrecht, Baurecht (privates)|http://www.schliffka.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/nicolas_c__schwab_pforzheim
kanzlei|20354|Hamburg|Jungfernstieg 40|Rechtsanwalt Dr. Bernd Fleischer Fachanwalt für gewerblichen Rechtsschutz|040 - 41 43 75 90|040 - 4 14 37 59 10|hamburg@rosepartner.de|Computerrecht, Gewerblicher Rechtsschutz, Kartellrecht, Markenrecht, Medienrecht, Telekommunikationsrecht, Urheberrecht, Wettbewerbsrecht|http://www.rosepartner.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/dr__bernd_fleischer_hamburg
kanzlei|78224|Singen|Scheffelstr. 30|Kanzlei OPPERMANN & COLL.|07731 - 7 97 60|07731 - 79 76 29|ra@kanzlei-oppermann.de|Arbeitsrecht, Arzthaftungsrecht, Bankrecht, Baurecht (öffentliches), Baurecht (privates), Erbrecht, Familienrecht, Forderungseinzug/Inkasso, Insolvenzrecht, Kapitalanlagerecht, Mediation, Mietrecht, OWI-Recht, Rentenrecht, Sozialrecht, Sozialversicherungsrecht, Steuerrecht, Strafrecht, Verkehrsrecht, Verkehrsstrafrecht, Zivilrecht, Zwangsversteigerungsrecht, ... mehr|http://www.kanzlei-oppermann.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/oppermann___coll__singen__hohentwiel_
kanzlei|26506|Norden|Am Markt 34|Kanzlei Hagena & Gausmann|04931 - 92 73-0|04931 - 92 73-61|info@norder-berater.de|Steuerrecht, Arbeitsrecht, Datenschutzrecht, Erbrecht|https://www.norder-berater.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/hagena___gausmann_norden
kanzlei|72770|Reutlingen|Im Ländle 35|Rechtsanwältin Cathrin Lepp|07072 - 9 22 97 30|07072 - 9 22 97 31|info@kanzleihammer.de|Familienrecht|http://www.kanzleihammer.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/cathrin_lepp_reutlingen
kanzlei|75015|Bretten|Marktplatz 10|Rechtsanwalt Roland Fuchs|07252 - 8 53 18|07252 - 45 79|info@schwarzundfuchs.de|Arbeitsrecht, Vertragsrecht, Verkehrsrecht, Mietrecht, Immobilienrecht, Kapitalanlagerecht, Zivilrecht, Wohnungseigentumsrecht|http://www.schwarzundfuchs.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/roland_fuchs_bretten
kanzlei|79117|Freiburg|Schwarzwaldstr. 1|Rechtsanwalt Dr. Bastian Reissinger Fachanwalt für Steuerrecht|0761 - 70 52 50|0761 - 7 91 00 29|info@kanzlei-rosset.de|Baurecht (privates), Gesellschaftsrecht, Handelsrecht, Kaufrecht, Mietrecht, Steuerrecht, Vertragsrecht|http://www.kanzlei-rosset.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/dr__bastian_reissinger_freiburg_im_breisgau
kanzlei|22305|Hamburg|Fuhlsbüttlerstr. 149|Rechtsanwältin Julia Pepper Fachanwältin für Familienrecht - Mediatorin|040 - 69 70 33 77|040 - 69 70 33 79|rae-puls@t-online.de|Familienrecht, Mediation|http://puls-pepper.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/julia_pepper_hamburg
kanzlei|63571|Gelnhausen|Seestr. 2|Rechtsanwältin Ilona Fuchs-Kobert|06051 - 9 15 75 31|06051 - 9 15 75 32|info@rechtsanwalt-gn.de|Familienrecht, Zivilrecht, Sozialrecht|http://www.rechtsanwalt-gn.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/ilona_fuchs-kobert_gelnhausen
kanzlei|56068|Koblenz|Casinostr. 47|Kanzlei Wolf Rechtsanwälte|0261 - 1 33 99-0|0261 - 1 33 99-10|info@rechtspunkt.de|Mietrecht, Wohnungseigentumsrecht, Pachtrecht, Immobilienrecht, Maklerrecht, Baurecht (privates), Baurecht (öffentliches), Architektenrecht, Zwangsversteigerungsrecht, Arbeitsrecht, Gewerblicher Rechtsschutz, Verwaltungsrecht, Medienrecht, Kaufrecht, Markenrecht, Bankrecht, Mediation, Verkehrsrecht, OWI-Recht, Familienrecht, Erbrecht, Reiserecht|http://www.rechtspunkt.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/wolf_rechtsanwaelte_koblenz
kanzlei|90443|Nürnberg|Gibitzenhofstr. 86|Kanzlei Aldebert & Aldebert|0911 - 4 24 96 96|0911 - 4 24 96 97|rechtsanwalt_aldebert@t-online.de|Arbeitsrecht, Erbrecht, Familienrecht, Forderungseinzug/Inkasso, Mietrecht, Sozialrecht, Sozialrecht - Hartz IV, Verkehrsrecht, Verkehrsstrafrecht, Verkehrsunfallrecht, Zwangsversteigerungsrecht, Zwangsvollstreckungsrecht|http://www.aldebert-aldebert.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/aldebert___aldebert_nuernberg
kanzlei|35576|Wetzlar|Sophienstr. 7|Rechtsanwältin Angelika Hamerak Fachanwältin für Familienrecht|06441 - 80 88-0|06441 - 80 88-88|info@kanzlei-uww.de|Familienrecht|http://www.kanzlei-uww.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/angelika_hamerak_wetzlar
kanzlei|30926|Seelze|Hannoversche Straße 27|Rechtsanwältin Kirsten Froese|0 -|||Familienrecht, Sozialrecht, Betreuungsrecht, Zivilrecht, Forderungseinzug/Inkasso||https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/kirsten_froese_seelze
kanzlei|80336|München|Schubertstr. 2|Kanzlei Dr. Bistritzki, Brügel & Partner|089 - 21 01-4242, 089 - 21 01-4242|089 - 21 01-4244|kanzlei@bistritzki.de|AGB-Recht, Arbeitsrecht, Arzthaftungsrecht, Baurecht (privates), Erbrecht, Familienrecht, Gesellschaftsrecht, Handelsrecht, Handelsvertreterrecht, Maklerrecht, Mietrecht, OWI-Recht, Pachtrecht, Reiserecht, Verkehrsrecht, Verkehrsunfallrecht, Versicherungsrecht, Vertragsrecht, Wettbewerbsrecht, Zivilrecht|http://www.bistritzki.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/dr__bistritzki__bruegel___partner_muenchen
kanzlei|69168|Wiesloch|Lempenseite 58|Kanzlei Akbas & Kollegen|06222 - 38 71 85|06222 - 38 72 41|info.wiesloch@kanzlei-akbas.de|Zivilrecht, Arbeitsrecht, Familienrecht, Strafrecht, Sozialrecht, Ausländerrecht, Insolvenzrecht, Erbrecht|http://www.kanzlei-akbas.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/akbas___kollegen_wiesloch
kanzlei|76547|Sinzheim|Industriestr. 26|Rechtsanwalt Günther Baur Fachanwalt für Miet- und Wohnungseigentumsrecht|07221 - 98 78 63|07221 - 98 78 65|kanzlei.baur-kniep@t-online.de|Arbeitsrecht, Ausländerrecht, Mietrecht, Vertragsrecht, Wohnungseigentumsrecht|http://www.baur-kniep.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/guenther_baur_sinzheim
kanzlei|76870|Kandel|Marktstr. 51 a|Kanzlei BRÜCKNER et COLLEGEN|07275 - 98 97-0|07275 - 98 97-96|rae-brueckner@t-online.de|Arbeitsrecht, Bankrecht, Baurecht (privates), Familienrecht, Forderungseinzug/Inkasso, Medizinrecht, Mietrecht, OWI-Recht, Verkehrsrecht, Verkehrsstrafrecht, Verkehrsunfallrecht, Versicherungsrecht|http://www.kanzlei-brueckner.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/brueckner_et_collegen_kandel
kanzlei|74523|Schwäbisch|Wettbach 1-2|Rechtsanwältin Luisa Starke|0791 - 9 70 55-0|0791 - 9 70 55-99|kanzlei@rm-anwaelte.de|Zivilrecht, Strafrecht|http://www.roehrich-metschke.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/luisa_starke_schwaebisch_hall
kanzlei|85049|Ingolstadt|Harderstr. 11-13|Rechtsanwalt Dr. David Hansen Fachanwalt für Strafrecht -  Fachanwalt für Bank- und Kapitalmarktrecht|0841 - 3 79 37-0|0841 - 3 59 55|info@nuesslein-saettler.de|Bankrecht, Kapitalmarktrecht, Handelsrecht, Gesellschaftsrecht, Insolvenzrecht, Strafrecht, Wirtschaftsstrafrecht|http://www.nuesslein-saettler.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/dr__david_hansen_ingolstadt
kanzlei|78462|Konstanz|Brauneggerstr. 64-66|Kanzlei Dr. Spiri & Dietrich|07531 - 28 44 85|07531 - 28 44 86|info@spiri-dietrich.de|Arbeitsrecht, Bankrecht, Computerrecht, Erbrecht, Forderungseinzug/Inkasso, Internetrecht, Mietrecht, Nachbarrecht, Pachtrecht, Wohnungseigentumsrecht|http://www.spiri-dietrich.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/dr__spiri___dietrich_konstanz
kanzlei|17489|Greifswald|Am Mühlentor 4|Kanzlei Blume Kischko Rechtsanwälte|03834 - 77 30 26|03834 - 77 30 27|mail@blume-kischko.de|Arbeitsrecht, Familienrecht, Medizinrecht, OWI-Recht, Sozialrecht, Strafrecht, Verkehrsrecht, Verwaltungsrecht|http://www.blume-kischko.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/blume_kischko_rechtsanwaelte_greifswald
kanzlei|93049|Regensburg|Prüfeninger Straße 106|Rechtsanwältin Stefanie Haizmann Fachanwältin für Familienrecht|0941 - 9 70 47|0941 - 9 54 69|info@rahaizmann.de|Zivilrecht, Familienrecht|http://www.rahaizmann.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/stefanie_haizmann_regensburg
kanzlei|07745|Jena|An der Brauerei 2|Kanzlei Böttcher|03641 - 63 89 37|03641 - 63 89 38|info@rechtsanwalt-boettcher.de|Arbeitsrecht, Baurecht (öffentliches), Familienrecht, Insolvenzrecht, Strafrecht, Verkehrsrecht, Versicherungsrecht, Verwaltungsrecht, Wettbewerbsrecht, Wirtschaftsrecht, Zivilrecht|http://www.rechtsanwalt-boettcher.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/boettcher_jena
kanzlei|88214|Ravensburg|Hirschgraben 17|Rechtsanwältin Alexandra Zimmer - Wirtschaftsmediatorin|0751 - 38 18|0751 - 2 64 36|info@woelfle-kollegen.de|Arbeitsrecht, Mediation|https://www.woelfle-kollegen.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/alexandra_zimmer_ravensburg
kanzlei|10117|Berlin|Am Festungsgraben 1|Rechtsanwalt Volker Dineiger Fachanwalt für Arbeitsrecht -  Fachanwalt für Verwaltungsrecht -  Fachanwalt für Familienrecht|030 - 40 00 49 99|030 - 40 00 49 98|berlin@recht-bw.de|Arbeitsrecht, Verwaltungsrecht, Familienrecht|http://www.recht-bw.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/volker_dineiger_berlin
kanzlei|35578|Wetzlar|Wertherstr. 14a|Rechtsanwalt Benjamin Schäfer LL.M.|06441 - 9 48 20|06441 - 94 82 22|kanzlei@wsr-net.de||http://www.wsr-net.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/benjamin_schaefer_wetzlar
kanzlei|93413|Cham|Rosenstr. 8|Rechtsanwalt Dr. Marius Treml|09971 - 99 69 90|09971 - 9 96 99 21|cham@tp-partner.com|Steuerrecht, Vertragsrecht, Wirtschaftsrecht, Verwaltungsrecht, Baurecht (öffentliches)|http://www.tp-partner.com|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/dr__marius_treml_cham
kanzlei|90408|Nürnberg|Rollnerstr. 11|Rechtsanwältin Dr. Eva-Maria Hoffmann|0911 - 9 35 75-0|0911 - 9 35 75-50|mail@ra-besendorfer.de|Versicherungsrecht, Arzthaftungsrecht, Baurecht (privates), Strafrecht, Verkehrsstrafrecht, OWI-Recht, Franchiserecht|http://www.ra-besendorfer.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/dr__eva-maria_hoffmann_nuernberg
kanzlei|80639|München|Nibelungenstr. 84|Kanzlei Daniela A. Bergdolt Rechtsanwälte|089 - 38 66 54 30|089 - 38 66 54 59|info@ra-bergdolt.de|Insolvenzrecht, Kapitalanlagerecht, Aktienrecht, Bankrecht, Gesellschaftsrecht, Handelsrecht, Kapitalmarktrecht|http://www.ra-bergdolt.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/daniela_a__bergdolt_rechtsanwaelte_muenchen
kanzlei|14467|Potsdam|Am Neuen Markt 40|Rechtsanwältin Susanne Wipper - Mediatorin|0331 - 5 05 44 32|0331 - 5 05 46 82|info@rabbe-wipper.de||http://www.rabbe-wipper.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/susanne_wipper_potsdam
kanzlei|14057|Berlin|Kaiserdamm 26|Rechtsanwalt Burghard Müller-Falkenthal Fachanwalt für Arbeitsrecht|030 - 30 30 03 29, 030 - 30 30 03 29|||Arbeitsrecht, Erbrecht, Forderungseinzug/Inkasso, Insolvenzrecht, Mietrecht, Verkehrsstrafrecht, Verkehrsunfallrecht, Versicherungsrecht, Zivilrecht|http://www.dierechtsanwaelte.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/burghard_mueller-falkenthal_berlin
kanzlei|77652|Offenburg|Lange Straße 47|Kanzlei Hirt ● Valdés & Kollegen|0781 - 9 69 46 90|0781 - 96 94 69 15|kanzlei@rae-hirt.de|Arbeitsrecht, Beamtenrecht, Betreuungsrecht, Erbrecht, Familienrecht, Insolvenzrecht, Internetrecht, Mietrecht, Sozialrecht, Strafrecht, Verkehrsrecht, Versicherungsrecht, Vertragsrecht, Verwaltungsrecht, Waffenrecht|http://www.rae-hirt.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/hirt___9679__vald_s___kollegen_offenburg
kanzlei|26122|Oldenburg|Meinardusstr. 4|Kanzlei Simon & Schubert|0441 - 95 08 80|0441 - 95 08 82 33|info@simon-schubert.net|Arbeitsrecht, Bankrecht, Kapitalmarktrecht, Baurecht (öffentliches), Architektenrecht, Erbrecht, Familienrecht, Handelsrecht, Gesellschaftsrecht, Immobilienrecht, Grundstücksrecht, Medizinrecht, Mietrecht, Wohnungseigentumsrecht, Reiserecht, Verkehrsrecht, Forderungseinzug/Inkasso|http://www.simon-schubert.net|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/simon___schubert_oldenburg
kanzlei|99974|Mühlhausen/Thüringen|Lindenbühl 24|Rechtsanwalt Ronald Gruska-Theus Fachanwalt für Medizinrecht|03601 - 4 04 70|03601 - 40 47 29|info@gtw-anwaelte.de|Erbrecht, Medizinrecht, OWI-Recht, Strafrecht, Verkehrsrecht, Versicherungsrecht|http://www.gtw-anwaelte.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/ronald_gruska-theus_muehlhausen_thueringen
kanzlei|34125|Kassel|Wolfsanger Straße 100|Kanzlei Rechtsanwälte in Bürogemeinschaft Bock & Kuntze|0561 - 8 70 83 00|0561 - 8 70 86 66|kanzlei@bokura.de|Arbeitsrecht, Arzthaftungsrecht, Baurecht (privates), Familienrecht, Mietrecht, Sozialrecht, Strafrecht, Steuerstrafrecht, Verkehrsunfallrecht, Vertragsrecht, Verwaltungsrecht, Wohnungseigentumsrecht|http://www.bokura.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwaelte_in_buerogemeinschaft_bock___kuntze_kassel
kanzlei|33604|Bielefeld|Detmolder Straße 10|Kanzlei Klein · Greve · Dietrich Beständigkeit, Vertrauen und ein hohes Maß an KompetenzFür den nachhaltigen Erfolg unserer Mandanten.|0521 - 9 64 68-0|0521 - 9 64 68-60|info@kgd-anwalt.de|Arbeitsrecht, Architektenrecht, Baurecht (öffentliches), Baurecht (privates), Computerrecht, Erbrecht, Familienrecht, Forderungseinzug/Inkasso, Gesellschaftsrecht, Gewerblicher Rechtsschutz, Handelsrecht, Handelsvertreterrecht, Internationales Recht, Markenrecht, Mietrecht, OWI-Recht, Pachtrecht, Speditionsrecht, Urheberrecht, Verkehrsrecht, Verkehrsstrafrecht, ... mehr|http://www.kgd-anwalt.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/klein___greve___dietrich_bielefeld
kanzlei|87435|Kempten|Salzstr. 2|Rechtsanwalt Thomas Hoch|0831 - 5 23 79 85, 0831 - 5 23 79 85|0831 - 5 23 79 86|info@kanzlei-fh.de||http://www.kanzlei-fh.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/thomas_hoch_kempten__allgaeu_
kanzlei|34125|Kassel|Wolfsanger Straße 100|Rechtsanwalt Michael E. Kuntze|0561 - 8 70 83 00|0561 - 8 70 86 66|kanzlei@bokura.de||http://www.bokura.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/michael_e__kuntze_kassel
kanzlei|31061|Alfeld|Holzer Straße 2 - 4|Kanzlei Kirchberg und Pfahl|05181 - 50 81, 05181 - 50 81|05181 - 50 83|kanzlei@kirchberg-pfahl.de|Arbeitsrecht, Erbrecht, Familienrecht, Mietrecht, OWI-Recht, Strafrecht, Verkehrsrecht, Verkehrsstrafrecht, Verkehrsunfallrecht, Vertragsrecht|http://kirchberg-pfahl.de/|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/kirchberg_und_pfahl_alfeld__leine_
kanzlei|84028|Landshut|Isargestade 732|Rechtsanwältin Anja Kindler Fachanwältin für Verkehrsrecht|0871 - 92 21 90|0871 - 9 22 19 22|info@rae-goetzer.de|Verkehrsrecht, OWI-Recht, Zivilrecht, Mietrecht, Familienrecht|http://www.rae-goetzer.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/anja_kindler_landshut
